NombreEmpresa,NumExpediente,IdentificacionFiscal,TipoDeContrato,Municipio,Provincia,Pais,DT_RowId
"ASFALTOS Y CONSTRUCCIONES ELSAN, S.A.",72343,B59789396,Servicios,VILANOVA DEL VALLES,BARCELONA,ESPAÑA,5DWYcpOLvKVVWMnBYb8Xog..
"ASFALTOS Y CONSTRUCCIONES ELSAN, S.A.",55342,B58083999,Obras,VILANOVA I LA GELTRÚ,BARCELONA,ESPAÑA,47cw7JYPBj9EcjeUyMW_nw..
"COTODISA OBRAS Y SERVICIOS, S.A.",81263,B64825144,Obras,VILASSAR DE DALT,BARCELONA,ESPAÑA,w1rJ6DYsn4qHNoPTD9dBvw..
"GESTION TRIBUTARIA TERRITORIAL, S.A.",78733,B63323851,Servicios,VILASSAR DE MAR,BARCELONA,ESPAÑA,6ucv1nA09g_-pBBre2plaw..
"EDITORIAL ARANZADI, S.A.",2840,A09012279,Obras,ARANDA DE DUERO,BURGOS,ESPAÑA,h5dvXs4Evcdr9_Y7cv1K-w..
"ORANGE ESPAGNE, S.A.",74685,A09012279,Servicios,ARANDA DE DUERO,BURGOS,ESPAÑA,N56QeIeLNJdEG25g68M9ZQ..
"SERMANFER, S.A",79082,A09095076,Obras,ARANDA DE DUERO,BURGOS,ESPAÑA,sPU_-R_ZK4VE90GUSLKang..
"SOCIEDAD DE EXPLOTACION DE REDES ELECTRONICAS Y SERVICIOS, S.A.",11016,B09013335,Obras,ARANDA DE DUERO,BURGOS,ESPAÑA,MJfSMOr0RXvEs-PNOn9t2A..
"GRUPO ENATCAR, S.A.",36855,B09250887,Obras,ARANDA DE DUERO,BURGOS,ESPAÑA,ssLNQjeurlcyF3xhm3ub5g..
"INSTALACIONES Y OBRAS MEDIOAMBIENTALES, S.A.L.",75591,B09250887,Servicios,ARANDA DE DUERO,BURGOS,ESPAÑA,wNu2oBWqYlZGo8dly2jOdg..
"INSTALACIONES Y OBRAS MEDIOAMBIENTALES, S.A.L.",67470,B09266420,Obras,ARANDA DE DUERO,BURGOS,ESPAÑA,-cRdFMa_OmSO8Ys_8yfm9A..
"PAHERSA CONSTRUCCIONES, S.A.",78527,B09380866,Obras,ARANDA DE DUERO,BURGOS,ESPAÑA,IconKC3pJAwTBenx7s770g..
"PAHERSA CONSTRUCCIONES, S.A.",80895,B09380866,Servicios,ARANDA DE DUERO,BURGOS,ESPAÑA,jQTpVMJZ-Fp72x9iV5VEtw..
"KUEHNE & NAGEL, S.A.",66431,B09394164,Obras,ARANDA DE DUERO,BURGOS,ESPAÑA,yYjrxkg3yvKxmft_lFTPNA..
"CONTRATAS AMBULANCIAS Y EMERGENCIAS, S.A.",66431,B09394164,Obras,ARANDA DE DUERO,BURGOS,ESPAÑA,yYjrxkg3yvKxmft_lFTPNA..
"MARKTEL GLOBAL SERVICES, S.A.",80962,B09532920,Obras,ARANDA DE DUERO,BURGOS,ESPAÑA,qyNDTVY_eVefRVOcXCCeTg..
INHISA HIDRAULICA SA,45951,B09031428,Obras,BRIVIESCA,BURGOS,ESPAÑA,cB31udqac54-32kxc7_FrA..
"TELEFONICA SERVICIOS INTEGRALES DE DISTRIBUCION, S.A.",55254,A09014481,Obras,BURGOS,BURGOS,ESPAÑA,qATwOZJGY70bG4yyni6fjw..
"AUBAY SPAIN, S.A.",3721,A09015256,Obras,BURGOS,BURGOS,ESPAÑA,4guGcoVVJpsvNrLA6luWhg..
"ADMINISTRADORA DE ARCHIVOS, S.A.",5534,A09028184,Obras,BURGOS,BURGOS,ESPAÑA,tS14vHojjAG4DkKJVD22Ng..
"ELMASA OBRAS PUBLICAS, S.A.",64983,A09039926,Obras,BURGOS,BURGOS,ESPAÑA,Dl2-DLdLXBqZ59RqKHW9dA..
"UNISONO SOLUCIONES DE NEGOCIO, S.A.",12980,A09052374,Obras,BURGOS,BURGOS,ESPAÑA,TN2EGgrkHaz2A9XH9bDnFw..
"CORREOS TELECOM, S.A.",80365,A09088048,Obras,BURGOS,BURGOS,ESPAÑA,XIu1-HH3DnYHJ_eiGzCD6A..
"BALALINK, S.A.",57510,A09088048,Servicios,BURGOS,BURGOS,ESPAÑA,bg2E8MHbysvl3a5TpinEiA..
"NEXEA GESTION DOCUMENTAL, S.A.",66017,A09111253,Obras,BURGOS,BURGOS,ESPAÑA,NXLEVFBpyChAuAXs9ehBsg..
"BOSCH SERVICE SOLUTIONS, S.A.",35447,A09218124,Servicios,BURGOS,BURGOS,ESPAÑA,3EVSFHzwheg0Zu76M6dOFQ..
"INSITUFORM TECHNOLOGIES IBERICA, S.A.",80339,A09290784,Obras,BURGOS,BURGOS,ESPAÑA,pX0OqfYbgyz2PuseI_0a1A..
"EXPORTADORA DATA BASE, S.A.",44064,A09310475,Servicios,BURGOS,BURGOS,ESPAÑA,wHaTvhX5xJp6DnVXux_pFg..
"METROPISTA, S.A.",60359,A09391632,Obras,BURGOS,BURGOS,ESPAÑA,gUvcjxKbM5GYqMeP8D2SPw..
"FACTORIA DE INICIATIVAS INTERNET FI2, S.A.",43478,B09001520,Servicios,BURGOS,BURGOS,ESPAÑA,uuue3ME4HoebiJxTMHj4_w..
"LINGUASERVE INTERNACIONALIZACION DE SERVICIOS, S.A.",73506,B09031766,Servicios,BURGOS,BURGOS,ESPAÑA,_BCs5cRFoAiMqslGHRAztQ..
"SRA.RUSHMORE, S.A.",6826,B09039082,Obras,BURGOS,BURGOS,ESPAÑA,YTDBpsLaSKookjUe1DksQg..
"SISTEMAS INFORMATICOS ABIERTOS, S.A.",38976,B09045568,Servicios,BURGOS,BURGOS,ESPAÑA,UAiLIkwqQA1Z-OrZ0MIHGg..
"INSTALACIONES Y SISTEMAS PROSPER, S.A.",52368,B09059304,Servicios,BURGOS,BURGOS,ESPAÑA,Gg0aE3BWRvnJgUTLSxeTSQ..
"INSTALACIONES Y SISTEMAS PROSPER, S.A.",54146,B09059304,Obras,BURGOS,BURGOS,ESPAÑA,d8qU-pJt-F0RKgDZNF9Opg..
"CESPA COMPAÑIA ESPAÑOLA DE SERVICIOS PUBLICOS AUXILIARES, S.A.",23060,B09065236,Servicios,BURGOS,BURGOS,ESPAÑA,0M-qvYbEuA2XNh4vkF2JxQ..
"CESPA COMPAÑIA ESPAÑOLA DE SERVICIOS PUBLICOS AUXILIARES, S.A.",46115,B09083866,Obras,BURGOS,BURGOS,ESPAÑA,qFGacNb8CljcbgsYTJBFkQ..
"ALFA LAVAL IBERIA, S.A.",30556,B09084534,Obras,BURGOS,BURGOS,ESPAÑA,ieoncoQUKNPUaMQ7hBASxw..
"CONSTRUCCIONES INSTALACION Y TRACCION, S.A.",66711,B09108655,Obras,BURGOS,BURGOS,ESPAÑA,uB1NRuN8Ka450Lvi4wUZ8A..
"CONSTRUCCIONES INSTALACION Y TRACCION, S.A.",54965,B09203506,Servicios,BURGOS,BURGOS,ESPAÑA,GDsvOJ9mnWhoK-rnoClvXA..
"ANTICIMEX 3D SANIDAD AMBIENTAL, S.A.",53938,B09203506,Obras,BURGOS,BURGOS,ESPAÑA,uLt1TuAuWXkH4mI3PepcoQ..
"STULZ ESPA?A, S.A.",66005,B09241688,Servicios,BURGOS,BURGOS,ESPAÑA,OLzUubIpr5VZM7UFWZ45tg..
"STULZ ESPA?A, S.A.",45400,B09243775,Servicios,BURGOS,BURGOS,ESPAÑA,iTvnOU7VUTL8DBib587SgA..
"ATENEA SEGURIDAD Y MEDIO AMBIENTE, S.A.",36811,B09248311,Servicios,BURGOS,BURGOS,ESPAÑA,IxKoJ28SPdwTXUF02Kz0CQ..
"ATENEA SEGURIDAD Y MEDIO AMBIENTE, S.A.",43247,B09263831,Obras,BURGOS,BURGOS,ESPAÑA,-uxpBF8KcCLzfXNM458d2A..
"NETCHECK, S.A.",74329,B09272881,Servicios,BURGOS,BURGOS,ESPAÑA,YAiJGfybcyaJcRs8VtTE8A..
"WAIRBUT, S.A.",43887,B09272881,Obras,BURGOS,BURGOS,ESPAÑA,-1gSASvMpIL_uyKI1YTNrw..
"ASFALTOMEROS, S.A.",63299,B09277369,Servicios,BURGOS,BURGOS,ESPAÑA,p1zA9qLG9XgcTPD8htJPkg..
"ASFALTOMEROS, S.A.",46934,B09277369,Obras,BURGOS,BURGOS,ESPAÑA,vxO8MDgz_KX-ZC0F3iLgTQ..
"MNEMO EVOLUTION & INTEGRATION SERVICES, S.A.",73069,B09315201,Servicios,BURGOS,BURGOS,ESPAÑA,DPoFWIak51zEdxcFXusbhA..
"DINTEL ARQUITECTURA INTEGRAL, S.A.",76922,B09320748,Servicios,BURGOS,BURGOS,ESPAÑA,cytuHiPeu_bidSbOJmc4zg..
"EDT EVENTOS, S.A.",43491,B09321928,Servicios,BURGOS,BURGOS,ESPAÑA,mnNKo2DaHjZ5WFoE-G9x0A..
"HISDESAT SERVICIOS ESTRATEGICOS, S.A.",65770,B09335845,Obras,BURGOS,BURGOS,ESPAÑA,TgifulIJM-I23qMeF3H2fw..
"SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS, S.A.",49022,B09346453,Servicios,BURGOS,BURGOS,ESPAÑA,rBZ7YQ3QxIMd2sRfE-oG_w..
"GMV SOLUCIONES GLOBALES INTERNET, S.A.",77910,B09355413,Obras,BURGOS,BURGOS,ESPAÑA,IndHPYb9-kgOFSp_TALMZg..
ST INVESTIGACION Y DESARROLLO DE APLICACIONES INFORMATICAS,77392,B09367657,Servicios,BURGOS,BURGOS,ESPAÑA,FEFFs5OpfBh8wLHJ5b0HmA..
"YPS SOCIEDAD URBANIZADORA, S.A.",75572,B09389941,Obras,BURGOS,BURGOS,ESPAÑA,wISiL4QCFW9HvIjCdixETw..
"CLM LOGISTICS, S.A.",64012,B09390592,Servicios,BURGOS,BURGOS,ESPAÑA,ip7nD7vcACPRMHRRSpoMew..
"DRAGER SAFETY HISPANIA, S.A.",55718,B09400771,Obras,BURGOS,BURGOS,ESPAÑA,c1kW5zyy_DLR9BnbNHXybA..
"ANHERSI TOUR LOGISTICA Y DISTRIBUCION, S.A.",81524,B09401886,Servicios,BURGOS,BURGOS,ESPAÑA,zVPshfYcej-JTX9lO6YT9w..
"COALSA, CONSTRUCCIONES ALARAZ,S.L.",56433,B09401886,Obras,BURGOS,BURGOS,ESPAÑA,xMM-Ip_cgM8gjRIsR2oJUw..
"GESMEDIA CONSULTING, S.A.",79045,B09437278,Obras,BURGOS,BURGOS,ESPAÑA,Bqw6ZkWByA6U7MZHhJY9rg..
"ADAPTIVE SYSTEMS, S.A.",68915,B09437278,Servicios,BURGOS,BURGOS,ESPAÑA,cic7QVy2Kz3cfogPm4e7-w..
PROTECCION Y EXTINCION S.A.,79772,B09453309,Obras,BURGOS,BURGOS,ESPAÑA,RXti_X54WnAtrG_aMsvtaw..
"GESTION Y EJECUCION DE OBRA CIVIL, S.A.",81889,B09467697,Obras,BURGOS,BURGOS,ESPAÑA,Tb6EPP1l8iBouSl7_-601Q..
"GESTION Y EJECUCION DE OBRA CIVIL, S.A.",79865,B09469917,Obras,BURGOS,BURGOS,ESPAÑA,x6QJV2S1HAthamI0Qg3vVg..
"MULTISERVICIOS AEROPORTUARIOS, S.A.",81478,B09475526,Servicios,BURGOS,BURGOS,ESPAÑA,IK16Zq7AZdVTGueWPy5Mig..
"LOGESTA GESTION DE TRANSPORTE, S.A.",78787,B09499633,Servicios,BURGOS,BURGOS,ESPAÑA,od3JnTFVKjeU83EFLuMHeQ..
"IBERFIBRA GESTION DE REDES DE BANDA ANCHA, S.A.",71033,B09504051,Servicios,BURGOS,BURGOS,ESPAÑA,kHY2sIJIRr8bubmI5Pn9zg..
"UNIC RED TRAVEL, S.A.",78683,B09513730,Obras,BURGOS,BURGOS,ESPAÑA,_vIUBR-xP9Qap7P1QbKE4g..
"FATECSA OBRAS, S.A.",71822,B09518028,Servicios,BURGOS,BURGOS,ESPAÑA,7QHDW5kGZQ7JSYSgdh-9-w..
"ENTELGY CONSULTING, S.A.",71656,B09518028,Obras,BURGOS,BURGOS,ESPAÑA,jJ6hfH4-gPDURESMBaDQaA..
"INFRAESTRUCTURAS CONELSAN, S.A.",76763,B09518093,Servicios,BURGOS,BURGOS,ESPAÑA,64GtkiVdeOPYuN4Xr1-aGw..
"APOYO LOGISTICO DE MANTENIMIENTO, OBRAS Y CONSERVACION, S.A.",79505,B09521766,Obras,BURGOS,BURGOS,ESPAÑA,ZLXJiQUd0urEmOUkb6KOww..
"AVANZA EXTERNALIZACION DE SERVICIOS, S.A.",81018,B09532664,Obras,BURGOS,BURGOS,ESPAÑA,Ua8FcZTdeLPdXCsjeMmuxw..
"AGYFER 91, S.A.U.",64439,B26211862,Servicios,BURGOS,BURGOS,ESPAÑA,Xyh3PiEPjIONOjxUuRdoAg..
MAINTENANCE DEVELOPMENT S.A.,31814,B47280821,Obras,BURGOS,BURGOS,ESPAÑA,WFnxxH5qoV5ZvOE9x0-EQQ..
MAINTENANCE DEVELOPMENT S.A.,78758,B83428359,Servicios,BURGOS,BURGOS,ESPAÑA,AAQTKIdatWx8w84lfzJnoA..
"CYMI SEGURIDAD, S.A.",9599,B09081415,Obras,COVARRUBIAS,BURGOS,ESPAÑA,l5gMYdqaNaY1AiXC93NIxA..
"CYMI SEGURIDAD, S.A.",36095,B09218181,Obras,ESPINOSA DE LOS MONTEROS,BURGOS,ESPAÑA,zGY3GrI2IOVKu1rgtqCJBA..
"ATENTO IMPULSA, S.A.",12632,B09221086,Obras,ESPINOSA DE LOS MONTEROS,BURGOS,ESPAÑA,McsOdATN28_snJcAbHmtDQ..
"SACYR FACILITIES, S.A.",64706,B09221086,Servicios,ESPINOSA DE LOS MONTEROS,BURGOS,ESPAÑA,OE6TGOfKcbih9mWbltBIsA..
"INTERVALOR CONSULTING GROUP, ,S.A.",80729,B09357526,Servicios,ESPINOSA DE LOS MONTEROS,BURGOS,ESPAÑA,aiWTQQ_vZoYei1DiPQtaIg..
"VISECO SEGURIDAD Y DEFENSA, S.A.",78893,B09560194,Obras,ESPINOSA DE LOS MONTEROS,BURGOS,ESPAÑA,GjepN83bJ5iRodZhaLqnCg..
"REVENGA SEGURIDAD, S.A.",11972,A09052598,Obras,FRESNILLO DE LAS DUEÑAS,BURGOS,ESPAÑA,p4Fl8BcKpQKE7GPe0kfuIA..
"REVENGA SEGURIDAD, S.A.",71054,A09052598,Servicios,FRESNILLO DE LAS DUEÑAS,BURGOS,ESPAÑA,UnCGqpM5626Xz_g-F37acQ..
"POSTERSCOPE IBERIA, S.A.",73180,B09391814,Obras,HONTOMIN,BURGOS,ESPAÑA,_H9fUx_KjdNWGOU7s5a0mQ..
"CABISUAR CARTAGENA, S.A.",80097,B09562877,Obras,HONTORIA DEL PINAR,BURGOS,ESPAÑA,qvwA0SqM9jxqac3g37GWnQ..
"ASFALTECNO OBRAS Y SERVICIOS, S.A.",82143,B09562877,Servicios,HONTORIA DEL PINAR,BURGOS,ESPAÑA,XvW0yZBjpepvuIagZwOL1w..
"SERPISTA, S.A.",71132,A09484072,Obras,IBEAS DE JUARROS,BURGOS,ESPAÑA,1a_37A68YJNqr_qQtXtD_Q..
"NAVANTIA, S.A. SME",53833,B09402660,Obras,LERMA,BURGOS,ESPAÑA,Grr8bVoqbodYWIxNu6JoFQ..
ROVER RAIL S.A.,75031,B09292129,Obras,MEDINA DE POMAR,BURGOS,ESPAÑA,ONnJchgtZWmQ4HKaa1CkJA..
ROVER RAIL S.A.,55896,B09307687,Obras,MEDINA DE POMAR,BURGOS,ESPAÑA,OHm4LSlq28W31D4QkilrXg..
"AUTOCARES AGARBUS, S.A.",81003,B09307687,Servicios,MEDINA DE POMAR,BURGOS,ESPAÑA,SdaH1h_u6z2hFwinielF7Q..
"ZELENZA SISTEMAS DE INFORMACION, S.A.",34997,B09096215,Obras,MELGAR DE FERNAMENTAL,BURGOS,ESPAÑA,hRsVrwK7DSjx0w-W2xr35Q..
"DIVEGON OBRAS, S.A.",82007,B09551847,Obras,MERINDAD DE VALDIVIELSO,BURGOS,ESPAÑA,OE01Nohn_Fn1TIWTNLjuLg..
"RAGA MEDIO AMBIENTE, S.A.",70227,A09020686,Obras,MIRANDA DE EBRO,BURGOS,ESPAÑA,mdJX1WRd-s5luJ2fRRo3xg..
"RAGA MEDIO AMBIENTE, S.A.",9481,A09036633,Obras,MIRANDA DE EBRO,BURGOS,ESPAÑA,HCQl8WE5A4c1FInXhzgB9A..
"CLINTER TRADUCCIONES E INTERPRETACIONES, S.A.",39622,A09036633,Servicios,MIRANDA DE EBRO,BURGOS,ESPAÑA,nKKqNMzCWUtNbhaFGdKHDg..
"CONTROL INTEGRAL DE VEGETACION, S.A.",67651,A09040098,Obras,MIRANDA DE EBRO,BURGOS,ESPAÑA,oqzmlO5CVJHEAeX_pwoLaA..
"NEWREST GROUP HOLDING, S.A.",80894,B09001850,Servicios,MIRANDA DE EBRO,BURGOS,ESPAÑA,Wlp_l05v8ipuInZimG6Fdw..
"ASUMAN SERVICIOS Y MANTENIMIENTOS, S.A.",43381,B09015447,Servicios,MIRANDA DE EBRO,BURGOS,ESPAÑA,eCtjW54ATtrHPAt1FpJSzA..
"ASUMAN SERVICIOS Y MANTENIMIENTOS, S.A.",71716,B09276031,Obras,MIRANDA DE EBRO,BURGOS,ESPAÑA,QH9WfN6I_V6byzWoLxNb9Q..
"ACEINSA MOVILIDAD, S.A.",43560,B09285719,Servicios,MIRANDA DE EBRO,BURGOS,ESPAÑA,rmIL4P4nfmnUhh1V6lX9sg..
"ACEINSA MOVILIDAD, S.A.",55937,B09289174,Servicios,MIRANDA DE EBRO,BURGOS,ESPAÑA,EzExDhTkAzP8Rf5rfR8hHQ..
"TRAUXIA, S.A.",64319,B09297391,Obras,MIRANDA DE EBRO,BURGOS,ESPAÑA,9YoAd3o62n0oQDg8xF8a1w..
"TRAUXIA, S.A.",52066,B09338492,Obras,MIRANDA DE EBRO,BURGOS,ESPAÑA,txFDmIuZQavAnq5EH1YqYw..
"ABACO QUALITY, S.A.",77863,B09405424,Servicios,MIRANDA DE EBRO,BURGOS,ESPAÑA,Le9T5GAsNH_xoUbozEGFVA..
INTEGRACION AGENCIAS DE VIAJES,77865,B09405424,Obras,MIRANDA DE EBRO,BURGOS,ESPAÑA,cWES_qjULu95rC4TuYYaXw..
"MINTSA LIMPIEZAS Y MANTENIMIENTOS, S.A.",79741,B09557117,Obras,MIRANDA DE EBRO,BURGOS,ESPAÑA,QYXslUNlcSQWM2mFJFdfcQ..
ANDENES CONSTRUCCIONES Y OBRAS S.A.,81503,B09575861,Obras,MIRANDA DE EBRO,BURGOS,ESPAÑA,Qvb8bOmtg3E_U3-rQh4cpw..
"PAGINAS AMARILLAS SOLUCIONES DIGITALES, S.A.",63597,J09483397,Servicios,MIRANDA DE EBRO,BURGOS,ESPAÑA,r6msoDpqDx1tORqbgu-AJg..
"VITALIA SERVICIOS SANITARIOS, S.A.",76590,B09546243,Obras,SARRACIN,BURGOS,ESPAÑA,u06D5Kei_YbdrsYdLuC9mQ..
"CONSULTORA DE ENERGIAS RENOVABLES, S.A.",11915,A09099029,Obras,SASAMON,BURGOS,ESPAÑA,T8VpQQWZBvaxhXh4oCYA8A..
"CONSULTORA DE ENERGIAS RENOVABLES, S.A.",81248,B09329830,Obras,SASAMON,BURGOS,ESPAÑA,A_bfRXmfzqVp6s3V6oMDhQ..
"INGENIERIA TECNICA DEL TRANSPORTE TRIA, S.A.",56011,B09338203,Obras,SOTRESGUDO,BURGOS,ESPAÑA,sHr8ETr8D8DnyesqiOV--Q..
"INGENIERIA TECNICA DEL TRANSPORTE TRIA, S.A.",80920,A09016940,Servicios,VILLAGONZALO PEDERNALES,BURGOS,ESPAÑA,KVq8y6byS-lQgYhhkZusnQ..
AURUM SERVICIOS INTEGRALES S.A.,62393,A09016940,Obras,VILLAGONZALO PEDERNALES,BURGOS,ESPAÑA,cu2otm3Zcmdr5QP9K9dUsA..
"UNIFY COMMUNICATIONS, S.A.",54294,B09263534,Servicios,VILLAGONZALO PEDERNALES,BURGOS,ESPAÑA,uCpfEz2i-RQ8TdY4_jnfFQ..
"UNIFY COMMUNICATIONS, S.A.",58835,B09263534,Obras,VILLAGONZALO PEDERNALES,BURGOS,ESPAÑA,EVxp2R1nlgV0tx0CIBV94A..
"AIRIA INGENIERIA Y SERVICIOS, S.A.",74046,B09522921,Obras,VILLARCAYO,BURGOS,ESPAÑA,YIlRLdTOvLaHcjVJb0f4dA..
DRACE GEOCISA S.A.,55148,B09105800,Obras,VILLARIEZO,BURGOS,ESPAÑA,xpoD_W-zkvsqKTNXAP0-EQ..
DRACE GEOCISA S.A.,54815,B09369570,Obras,VILLARIEZO,BURGOS,ESPAÑA,1f4flNHYpW-smm9rLmzWgQ..
"ERION MANTENIMIENTO FERROVIARIO, S.A.",79511,B09543547,Obras,VILLARIEZO,BURGOS,ESPAÑA,yog2ItB2MP7iqP-ethz9nQ..
"CEOS GESTION Y SERVICIOS, S.A.",77843,B10008852,Servicios,AHIGAL,CACERES,ESPAÑA,SRlLzRGS-wQOAwgr6PTvWw..
"CEOS GESTION Y SERVICIOS, S.A.",58991,B10116127,Obras,ALDEANUEVA DE LA VERA,CACERES,ESPAÑA,Q2sU_qXn8gDZPMa4l9HOtg..
"TECNOLOGIA DE FIRMES, S.A.",68241,B10336204,Obras,ALDEANUEVA DE LA VERA,CACERES,ESPAÑA,4qDD6OmYPkG2-0T-mO2-8w..
"TECNOLOGIA DE FIRMES, S.A.",77833,76010611G,Servicios,ALIA,CACERES,ESPAÑA,jB_BpR-_um5sEUuo9GgUVg..
AARON FORMACION Y CONSULTORIA SA,80414,B10442366,Obras,ALISEDA,CACERES,ESPAÑA,92U2Ugod2TxpVLR6jtfJhQ..
"SORIGUE ACSA CONSERVACION DE INFRAESTRUCTURAS, S.A.",69486,B10131001,Servicios,ALMARAZ,CACERES,ESPAÑA,Y2KqGYhaA1GK7EC1Hmi6Xg..
"SORIGUE ACSA CONSERVACION DE INFRAESTRUCTURAS, S.A.",80228,B91449371,Obras,ALMARAZ,CACERES,ESPAÑA,ZtDagZ7QkupRSyz391AATA..
SIMPLE LOGICA INVESTIGACION S.A.,78469,B10030302,Servicios,ARROYO DE LA LUZ,CACERES,ESPAÑA,8o1IYAJFZT9VFJR0wyWdrA..
"BTREN MANTENIMIENTO FERROVIARIO, S.A.",66229,B10344174,Obras,ARROYO DE LA LUZ,CACERES,ESPAÑA,WWBaUZ67dNw8wdTNaJYmFg..
"NUICON CONSTRUCCIONES Y PROYECTOS, S.A.",79830,53042356D,Servicios,BROZAS,CACERES,ESPAÑA,5eKdnRAJ1UL92bpLPNrrbA..
"NUICON CONSTRUCCIONES Y PROYECTOS, S.A.",44609,B10183333,Obras,BROZAS,CACERES,ESPAÑA,Iy2SGag4awPNB62ClNko9w..
NATURALIA NATURALEZA URBANA S.A.,76477,07008206Z,Servicios,CABAÑAS DEL CASTILLO,CACERES,ESPAÑA,RKAkQHbKM4OLZuP76aGIqA..
"SISTEM SECURITY CHECK, S.A.",78835,06991171E,Servicios,CACERES,CACERES,ESPAÑA,k0oAqT_B1XMh6pjZLIJsbA..
"SISTEM SECURITY CHECK, S.A.",81597,07413663G,Servicios,CACERES,CACERES,ESPAÑA,r8_TlWcZmTHWxClIwpcVww..
"SENDING TRANSPORTE Y COMUNICACION, S.A.",4074,A10006930,Obras,CACERES,CACERES,ESPAÑA,lQyJwXtRly1eunLBpA8T0A..
"CONEXA INSTALACIONES Y MONTAJES, S.A.",3861,A10007516,Obras,CACERES,CACERES,ESPAÑA,vxt5i6ZaK2ubEnW1esMxSQ..
"CONEXA INSTALACIONES Y MONTAJES, S.A.",12386,A10034007,Obras,CACERES,CACERES,ESPAÑA,0X654TTkdjfQAOcOMZtR4Q..
"SAGLAS OBRAS Y SERVICIOS, S.A.",56785,A10034007,Servicios,CACERES,CACERES,ESPAÑA,qJ4pU-Ra7DS3mcqqvj0ZTg..
"SAGLAS OBRAS Y SERVICIOS, S.A.",30388,A10034759,Obras,CACERES,CACERES,ESPAÑA,XPqLDcJif5SYd_ZszzCUeA..
"ALCALABC SERVICIOS Y PROCESOS, S.A.",57495,A10036424,Obras,CACERES,CACERES,ESPAÑA,AsziNw-7DusRmqOK_RoznQ..
"BASE 100, S.A.",66259,A10036424,Servicios,CACERES,CACERES,ESPAÑA,fDfWlN__3i-pUA16pM4e9w..
"AQUATEC, PROYECTOS PARA EL SECTOR DEL AGUA, S.A.",54073,A10051688,Servicios,CACERES,CACERES,ESPAÑA,XpWVOrGErv9ecsaGOro3Lw..
"AQUATEC, PROYECTOS PARA EL SECTOR DEL AGUA, S.A.",35866,A10051688,Obras,CACERES,CACERES,ESPAÑA,CvX9zF-qdpFeDVvLnODKkQ..
"ALREAL SERVICIOS AUXILIARES, S.A.",50892,A10189546,Obras,CACERES,CACERES,ESPAÑA,2CZGhHNfeDMNL3M0b6aTDA..
"OMI - POLO ESPAÑOL, S.A.",70688,A10189546,Servicios,CACERES,CACERES,ESPAÑA,7QlFMsf37U6kkjBDqb6wDg..
"ILUNION CEE OUTSOURCING, S.A.",43405,A10206365,Servicios,CACERES,CACERES,ESPAÑA,pvsAn8PUHOLAJUmaYkwTZg..
"OPR EDIFICACION Y SERVICIOS, S.A.",43296,A10206365,Obras,CACERES,CACERES,ESPAÑA,PVXuL23olk-3CRaf9znZ5Q..
"ZELENDA SOLUCIONES INTEGRALES,S.A.",48993,A10233211,Servicios,CACERES,CACERES,ESPAÑA,_JXnCT-YaVXbL9WJOdVjMQ..
"CONSTRUCCIONES COLMEZOR, S.A.",59609,A10338499,Obras,CACERES,CACERES,ESPAÑA,-3iClhy61X3RxDeIyDem8g..
"CLECE SEGURIDAD, S.A.",74129,A10338499,Servicios,CACERES,CACERES,ESPAÑA,pG_6Grqc1i8E-9I0OJaovw..
"INNOVACION GLOBAL DE SEGURIDAD, S.A.",66893,A10387975,Obras,CACERES,CACERES,ESPAÑA,WyGW177mtI39_Qyk3Mkc1w..
"INNOVACION GLOBAL DE SEGURIDAD, S.A.",75167,A10387975,Servicios,CACERES,CACERES,ESPAÑA,aubShcvRnylQqt_k-D5KTA..
SPHERA DESARROLLO E INNOVACION EN TECNOLOGIAS DE LA INFORM,63898,A84809565,Servicios,CACERES,CACERES,ESPAÑA,gIEhRY0swQP_7o7Drhqv7A..
"NISTAL MAROÑAS, S.A.",80564,B06646467,Servicios,CACERES,CACERES,ESPAÑA,fYfHorXUXJVaNXamz-JqaA..
"ACEINSA INDUSTRIAL, S.A.",78506,B06646467,Obras,CACERES,CACERES,ESPAÑA,Oph_D1twUQqrgHQwQdrXVw..
"RENFE MERCANCIAS SOCIEDAD MERCANTIL ESTATAL, S.A.",38346,B10012680,Obras,CACERES,CACERES,ESPAÑA,tmKNVs41YYGub6av9GI9Cw..
"GYSEN PLUS, S.A.",67217,B10024941,Servicios,CACERES,CACERES,ESPAÑA,BxMmrafkiGgbo5wJH7wndQ..
"GYSEN PLUS, S.A.",79375,B10025856,Servicios,CACERES,CACERES,ESPAÑA,hM74Qgx8A2TeOn9ptLtYZQ..
"ASEGURA CONTROL, S.A.",8762,B10025856,Obras,CACERES,CACERES,ESPAÑA,CHJ1yt6fVWMNB8L8QT61lg..
"BYGGA INGENIERIA Y EDIFICACION, S.A.",73962,B10065845,Servicios,CACERES,CACERES,ESPAÑA,MHLR-kyCdD9nO2QLloIGGA..
"LANTANIA, S.A.",40720,B10100816,Obras,CACERES,CACERES,ESPAÑA,kIGUcF12KuGlor780XzlrA..
"LANTANIA, S.A.",78088,B10106284,Servicios,CACERES,CACERES,ESPAÑA,4ZJxu9_YuABPC-tSETgG9g..
"HISPAPOST, S.A.",79072,B10148401,Servicios,CACERES,CACERES,ESPAÑA,bgud9NDwjI-k-mPsPvMjcA..
